id,approved,analysis_status,kind,month,registration_image,comparision_image,similarity,time,r_image_confidence,c_image_confidence
48fe8933-bde2-448e-9edc-80f70521bc2e,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,48fe8933-bde2-448e-9edc-80f70521bc2e_selfie.jpeg,48fe8933-bde2-448e-9edc-80f70521bc2e_transaction_selfie.jpeg,0.57,0.31,0.87,0.86
83c7b2b3-1825-4dae-9330-2909e866f583,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,83c7b2b3-1825-4dae-9330-2909e866f583_selfie.jpeg,83c7b2b3-1825-4dae-9330-2909e866f583_transaction_selfie.jpeg,0.81,0.31,0.86,0.88
036845d8-8c43-4844-ad30-5f9c9e0c5c45,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,036845d8-8c43-4844-ad30-5f9c9e0c5c45_selfie.jpeg,036845d8-8c43-4844-ad30-5f9c9e0c5c45_transaction_selfie.jpeg,0.9,0.34,0.87,0.87
40ae01b5-857b-4354-87db-afb0077d041c,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,40ae01b5-857b-4354-87db-afb0077d041c_selfie.jpeg,40ae01b5-857b-4354-87db-afb0077d041c_transaction_selfie.jpeg,0.72,0.35,0.73,0.84
318661c9-7673-4657-8147-81b27ef1f0c4,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,318661c9-7673-4657-8147-81b27ef1f0c4_selfie.jpeg,318661c9-7673-4657-8147-81b27ef1f0c4_transaction_selfie.jpeg,0.87,0.31,0.86,0.88
01ce090e-cd8d-4809-b8dd-1f425ea93a80,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,01ce090e-cd8d-4809-b8dd-1f425ea93a80_selfie.jpeg,01ce090e-cd8d-4809-b8dd-1f425ea93a80_transaction_selfie.jpeg,0.22,0.32,0.78,0.87
01a4c320-2269-4e87-855b-af3fc0d77d2d,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,01a4c320-2269-4e87-855b-af3fc0d77d2d_selfie.jpeg,01a4c320-2269-4e87-855b-af3fc0d77d2d_transaction_selfie.jpeg,0.78,0.33,0.85,0.87
d2b8328a-47f0-46dc-9998-0968b6c1d21a,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,d2b8328a-47f0-46dc-9998-0968b6c1d21a_selfie.jpeg,d2b8328a-47f0-46dc-9998-0968b6c1d21a_transaction_selfie.jpeg,0.73,0.54,0.61,0.85
33a82911-1640-4676-baad-eca0398036fd,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,33a82911-1640-4676-baad-eca0398036fd_selfie.jpeg,33a82911-1640-4676-baad-eca0398036fd_transaction_selfie.jpeg,0.34,0.33,0.87,0.83
018c08f6-148e-4891-ace7-d03f1309fd62,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,018c08f6-148e-4891-ace7-d03f1309fd62_selfie.jpeg,018c08f6-148e-4891-ace7-d03f1309fd62_transaction_selfie.jpeg,0.81,0.27,0.86,0.85
f7026662-d893-4b42-828b-2f07318190a6,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,f7026662-d893-4b42-828b-2f07318190a6_selfie.jpeg,f7026662-d893-4b42-828b-2f07318190a6_transaction_selfie.jpeg,0.65,0.38,0.82,0.86
e9cb09be-b635-4679-9f24-d7e5d497dcd7,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,e9cb09be-b635-4679-9f24-d7e5d497dcd7_selfie.jpeg,e9cb09be-b635-4679-9f24-d7e5d497dcd7_transaction_selfie.jpeg,0.83,0.34,0.89,0.87
b8abf5ac-a18f-48da-bb6c-549b7a338a27,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,b8abf5ac-a18f-48da-bb6c-549b7a338a27_selfie.jpeg,b8abf5ac-a18f-48da-bb6c-549b7a338a27_transaction_selfie.jpeg,0.79,0.28,0.87,0.87
83353af7-a515-48c1-a144-d68be29ad573,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,83353af7-a515-48c1-a144-d68be29ad573_selfie.jpeg,83353af7-a515-48c1-a144-d68be29ad573_transaction_selfie.jpeg,0.73,0.28,0.86,0.84
c7cf92fa-c45d-4bf0-bc83-1258cd57ccab,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,c7cf92fa-c45d-4bf0-bc83-1258cd57ccab_selfie.jpeg,c7cf92fa-c45d-4bf0-bc83-1258cd57ccab_transaction_selfie.jpeg,0.85,0.33,0.85,0.86
c5a0d316-d870-48bb-9482-41cd78869343,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,c5a0d316-d870-48bb-9482-41cd78869343_selfie.jpeg,c5a0d316-d870-48bb-9482-41cd78869343_transaction_selfie.jpeg,0.68,0.41,0.75,0.86
1e15c5a0-2abe-4ded-807e-684d758e6b6b,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,1e15c5a0-2abe-4ded-807e-684d758e6b6b_selfie.jpeg,1e15c5a0-2abe-4ded-807e-684d758e6b6b_transaction_selfie.jpeg,0.3,0.34,0.85,0.88
bc0ea60b-76da-47bf-88b5-8565b6ed7a72,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,bc0ea60b-76da-47bf-88b5-8565b6ed7a72_selfie.jpeg,bc0ea60b-76da-47bf-88b5-8565b6ed7a72_transaction_selfie.jpeg,0.86,0.31,0.86,0.87
639a31fe-4bbf-4d8f-afbb-e50427bcefc9,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,639a31fe-4bbf-4d8f-afbb-e50427bcefc9_selfie.jpeg,639a31fe-4bbf-4d8f-afbb-e50427bcefc9_transaction_selfie.jpeg,0.75,0.27,0.84,0.84
59adaef0-8609-47a8-b741-35dbd3f600e7,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,59adaef0-8609-47a8-b741-35dbd3f600e7_selfie.jpeg,59adaef0-8609-47a8-b741-35dbd3f600e7_transaction_selfie.jpeg,0.69,0.27,0.78,0.86
8df32051-229d-44f6-9fe2-05f176d2445d,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,8df32051-229d-44f6-9fe2-05f176d2445d_selfie.jpeg,8df32051-229d-44f6-9fe2-05f176d2445d_transaction_selfie.jpeg,0.9,0.45,0.89,0.89
a5148a93-c920-4ad7-92dc-12b2a16860be,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,a5148a93-c920-4ad7-92dc-12b2a16860be_selfie.jpeg,a5148a93-c920-4ad7-92dc-12b2a16860be_transaction_selfie.jpeg,0.63,0.32,0.74,0.86
9c07c7ee-18a7-4ff9-9591-17e4c9d413e4,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,9c07c7ee-18a7-4ff9-9591-17e4c9d413e4_selfie.jpeg,9c07c7ee-18a7-4ff9-9591-17e4c9d413e4_transaction_selfie.jpeg,0.48,0.42,0.73,0.84
66c069a5-20bb-437b-ab84-6e0956ae4db9,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,66c069a5-20bb-437b-ab84-6e0956ae4db9_selfie.jpeg,66c069a5-20bb-437b-ab84-6e0956ae4db9_transaction_selfie.jpeg,0.74,0.34,0.87,0.87
b0326574-9bf4-4aab-9934-dba6636cc4d8,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,b0326574-9bf4-4aab-9934-dba6636cc4d8_selfie.jpeg,b0326574-9bf4-4aab-9934-dba6636cc4d8_transaction_selfie.jpeg,0.73,0.36,0.8,0.88
52a5c24a-828f-4151-85df-9ab4d4d66caa,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,52a5c24a-828f-4151-85df-9ab4d4d66caa_selfie.jpeg,52a5c24a-828f-4151-85df-9ab4d4d66caa_transaction_selfie.jpeg,0.83,0.31,0.86,0.87
5739df1c-2175-44d1-8e51-fe2bcf60f2fe,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,5739df1c-2175-44d1-8e51-fe2bcf60f2fe_selfie.jpeg,5739df1c-2175-44d1-8e51-fe2bcf60f2fe_transaction_selfie.jpeg,0.77,0.31,0.86,0.86
b0847070-b7f8-40b4-8abd-0314aef0d445,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,b0847070-b7f8-40b4-8abd-0314aef0d445_selfie.jpeg,b0847070-b7f8-40b4-8abd-0314aef0d445_transaction_selfie.jpeg,0.33,0.34,0.77,0.87
82eda676-fbf3-4003-ab92-98839c3c8270,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,82eda676-fbf3-4003-ab92-98839c3c8270_selfie.jpeg,82eda676-fbf3-4003-ab92-98839c3c8270_transaction_selfie.jpeg,0.74,0.63,0.85,0.86
35f4735a-afbe-4cb0-9b67-f7ccdf4cc798,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,35f4735a-afbe-4cb0-9b67-f7ccdf4cc798_selfie.jpeg,35f4735a-afbe-4cb0-9b67-f7ccdf4cc798_transaction_selfie.jpeg,0.88,0.54,0.87,0.88
2be1fcec-d37a-4e8f-82b6-17bc0c2c9a36,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,2be1fcec-d37a-4e8f-82b6-17bc0c2c9a36_selfie.jpeg,2be1fcec-d37a-4e8f-82b6-17bc0c2c9a36_transaction_selfie.jpeg,0.74,0.36,0.85,0.85
21f5159a-44c0-4db1-88ec-18ba8488cf6b,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,21f5159a-44c0-4db1-88ec-18ba8488cf6b_selfie.jpeg,21f5159a-44c0-4db1-88ec-18ba8488cf6b_transaction_selfie.jpeg,0.81,0.32,0.86,0.87
07e0f87a-2f03-40ff-b6ea-08f4f2faa9de,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,07e0f87a-2f03-40ff-b6ea-08f4f2faa9de_selfie.jpeg,07e0f87a-2f03-40ff-b6ea-08f4f2faa9de_transaction_selfie.jpeg,0.89,0.28,0.86,0.85
3315ef80-8df9-4fe2-8c37-2fca3f07bc87,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,3315ef80-8df9-4fe2-8c37-2fca3f07bc87_selfie.jpeg,3315ef80-8df9-4fe2-8c37-2fca3f07bc87_transaction_selfie.jpeg,0.86,0.26,0.88,0.88
2bdb932c-eb49-44a7-92d8-0cb132e28c99,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,2bdb932c-eb49-44a7-92d8-0cb132e28c99_selfie.jpeg,2bdb932c-eb49-44a7-92d8-0cb132e28c99_transaction_selfie.jpeg,0.88,0.29,0.86,0.87
41064214-c0c2-49e4-a1f6-1229f5bdb6a6,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,41064214-c0c2-49e4-a1f6-1229f5bdb6a6_selfie.jpeg,41064214-c0c2-49e4-a1f6-1229f5bdb6a6_transaction_selfie.jpeg,0.74,0.29,0.85,0.86
a1f6e905-377a-438f-ba9f-7d7e41a78579,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,a1f6e905-377a-438f-ba9f-7d7e41a78579_selfie.jpeg,a1f6e905-377a-438f-ba9f-7d7e41a78579_transaction_selfie.jpeg,0.83,0.29,0.86,0.87
cfa2563f-e8bc-4e33-99ba-fcc04c77c468,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,cfa2563f-e8bc-4e33-99ba-fcc04c77c468_selfie.jpeg,cfa2563f-e8bc-4e33-99ba-fcc04c77c468_transaction_selfie.jpeg,0.76,0.38,0.88,0.85
e6b1bf5f-2c72-4a37-bce8-f90dc20061ca,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,e6b1bf5f-2c72-4a37-bce8-f90dc20061ca_selfie.jpeg,e6b1bf5f-2c72-4a37-bce8-f90dc20061ca_transaction_selfie.jpeg,0.35,0.29,0.82,0.86
d4896550-37fd-4b8e-8b3e-dc17b53b462d,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,d4896550-37fd-4b8e-8b3e-dc17b53b462d_selfie.jpeg,d4896550-37fd-4b8e-8b3e-dc17b53b462d_transaction_selfie.jpeg,0.64,0.3,0.77,0.86
f1a3fe9c-107d-4b63-b888-72f4bb62f660,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,f1a3fe9c-107d-4b63-b888-72f4bb62f660_selfie.jpeg,f1a3fe9c-107d-4b63-b888-72f4bb62f660_transaction_selfie.jpeg,0.9,0.69,0.86,0.87
8dacaacc-9a21-4643-80a4-a1c7547e0e39,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,8dacaacc-9a21-4643-80a4-a1c7547e0e39_selfie.jpeg,8dacaacc-9a21-4643-80a4-a1c7547e0e39_transaction_selfie.jpeg,0.6,0.29,0.86,0.88
90d5eb56-5338-4c5f-8115-35acdf07045f,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,90d5eb56-5338-4c5f-8115-35acdf07045f_selfie.jpeg,90d5eb56-5338-4c5f-8115-35acdf07045f_transaction_selfie.jpeg,0.51,0.32,0.86,0.85
33345193-9e41-4008-a0fc-4b062ca17d8b,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,33345193-9e41-4008-a0fc-4b062ca17d8b_selfie.jpeg,33345193-9e41-4008-a0fc-4b062ca17d8b_transaction_selfie.jpeg,0.49,0.4,0.59,0.87
df8a0cc1-2d2d-4f75-a770-d08db38d9de2,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,df8a0cc1-2d2d-4f75-a770-d08db38d9de2_selfie.jpeg,df8a0cc1-2d2d-4f75-a770-d08db38d9de2_transaction_selfie.jpeg,0.67,0.4,0.86,0.85
ae060b78-87ce-470e-b6e6-dc81db3ec466,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,ae060b78-87ce-470e-b6e6-dc81db3ec466_selfie.jpeg,ae060b78-87ce-470e-b6e6-dc81db3ec466_transaction_selfie.jpeg,0.38,0.38,0.86,0.86
a3a3e05e-3fe3-4587-8dd0-b729fad3668a,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,12,a3a3e05e-3fe3-4587-8dd0-b729fad3668a_selfie.jpeg,a3a3e05e-3fe3-4587-8dd0-b729fad3668a_transaction_selfie.jpeg,0.45,0.34,0.85,0.87
f0817dd4-1b99-4a13-adbc-a71edd8c89a8,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,f0817dd4-1b99-4a13-adbc-a71edd8c89a8_selfie.jpeg,f0817dd4-1b99-4a13-adbc-a71edd8c89a8_transaction_selfie.jpeg,0.85,0.33,0.87,0.86
1e25847a-b717-4607-99b6-2e8c7b1cab1d,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,1e25847a-b717-4607-99b6-2e8c7b1cab1d_selfie.jpeg,1e25847a-b717-4607-99b6-2e8c7b1cab1d_transaction_selfie.jpeg,0.83,0.35,0.85,0.88
8e5f9b40-481a-49a5-86bf-82c7f1aa8285,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,8e5f9b40-481a-49a5-86bf-82c7f1aa8285_selfie.jpeg,8e5f9b40-481a-49a5-86bf-82c7f1aa8285_transaction_selfie.jpeg,0.84,0.35,0.87,0.85
fce59dcf-a7ec-4ecb-a9fb-53cb727fbb2d,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,fce59dcf-a7ec-4ecb-a9fb-53cb727fbb2d_selfie.jpeg,fce59dcf-a7ec-4ecb-a9fb-53cb727fbb2d_transaction_selfie.jpeg,0.77,0.31,0.87,0.86
615edd08-f7a3-4279-b5b1-e0319c6938e4,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,615edd08-f7a3-4279-b5b1-e0319c6938e4_selfie.jpeg,615edd08-f7a3-4279-b5b1-e0319c6938e4_transaction_selfie.jpeg,0.76,0.31,0.86,0.87
edc729c7-e218-4dbe-82c2-938176e00d5e,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,12,edc729c7-e218-4dbe-82c2-938176e00d5e_selfie.jpeg,edc729c7-e218-4dbe-82c2-938176e00d5e_transaction_selfie.jpeg,0.78,0.4,0.7,0.86
83a421ef-50a4-44eb-9dcb-2563fe9abf33,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,83a421ef-50a4-44eb-9dcb-2563fe9abf33_selfie.jpeg,83a421ef-50a4-44eb-9dcb-2563fe9abf33_transaction_selfie.jpeg,0.57,0.7,0.87,0.87
de605aef-258e-481b-acf4-c0ba438219ad,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,de605aef-258e-481b-acf4-c0ba438219ad_selfie.jpeg,de605aef-258e-481b-acf4-c0ba438219ad_transaction_selfie.jpeg,0.67,0.34,0.7,0.88
740ea0b7-3741-48e1-abb8-097f277fba41,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,740ea0b7-3741-48e1-abb8-097f277fba41_selfie.jpeg,740ea0b7-3741-48e1-abb8-097f277fba41_transaction_selfie.jpeg,0.82,0.35,0.87,0.86
081c11ee-2465-4e16-b659-4ba339312214,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,081c11ee-2465-4e16-b659-4ba339312214_selfie.jpeg,081c11ee-2465-4e16-b659-4ba339312214_transaction_selfie.jpeg,0.76,0.32,0.88,0.87
dd270a13-e00a-4fbc-8e8c-a42ee1b6aeab,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,dd270a13-e00a-4fbc-8e8c-a42ee1b6aeab_selfie.jpeg,dd270a13-e00a-4fbc-8e8c-a42ee1b6aeab_transaction_selfie.jpeg,0.84,0.35,0.88,0.86
3b737074-e06a-4541-b6a1-1f57d0be189e,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,3b737074-e06a-4541-b6a1-1f57d0be189e_selfie.jpeg,3b737074-e06a-4541-b6a1-1f57d0be189e_transaction_selfie.jpeg,0.91,0.34,0.87,0.87
fad9bedd-6351-45fa-ab46-c92e9751f045,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,fad9bedd-6351-45fa-ab46-c92e9751f045_selfie.jpeg,fad9bedd-6351-45fa-ab46-c92e9751f045_transaction_selfie.jpeg,0.93,0.28,0.85,0.84
1955d6b5-b54a-4732-a12c-f10f6205616c,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,1955d6b5-b54a-4732-a12c-f10f6205616c_selfie.jpeg,1955d6b5-b54a-4732-a12c-f10f6205616c_transaction_selfie.jpeg,0.84,0.36,0.87,0.87
02bba6cd-e5c2-4d1b-992e-3c505bbff1f5,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,02bba6cd-e5c2-4d1b-992e-3c505bbff1f5_selfie.jpeg,02bba6cd-e5c2-4d1b-992e-3c505bbff1f5_transaction_selfie.jpeg,0.85,0.28,0.85,0.86
bea6dd68-ee13-49b6-97f3-962c448bae39,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,bea6dd68-ee13-49b6-97f3-962c448bae39_selfie.jpeg,bea6dd68-ee13-49b6-97f3-962c448bae39_transaction_selfie.jpeg,0.59,0.29,0.84,0.87
de96e94c-04fd-4f4c-8583-62b10d15734b,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,de96e94c-04fd-4f4c-8583-62b10d15734b_selfie.jpeg,de96e94c-04fd-4f4c-8583-62b10d15734b_transaction_selfie.jpeg,0.85,0.32,0.87,0.86
05903043-6779-4e0a-8f27-0844fcbaae51,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,05903043-6779-4e0a-8f27-0844fcbaae51_selfie.jpeg,05903043-6779-4e0a-8f27-0844fcbaae51_transaction_selfie.jpeg,0.76,0.63,0.88,0.87
e20013e5-c1d5-4dd7-aeb1-fb85013e6824,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,e20013e5-c1d5-4dd7-aeb1-fb85013e6824_selfie.jpeg,e20013e5-c1d5-4dd7-aeb1-fb85013e6824_transaction_selfie.jpeg,0.2,0.36,0.87,0.86
6c746680-b938-4ca0-9757-eb122e577bcd,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,6c746680-b938-4ca0-9757-eb122e577bcd_selfie.jpeg,6c746680-b938-4ca0-9757-eb122e577bcd_transaction_selfie.jpeg,0.66,0.33,0.85,0.85
82d87190-a26c-4cb9-b69a-65b1ee801052,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,82d87190-a26c-4cb9-b69a-65b1ee801052_selfie.jpeg,82d87190-a26c-4cb9-b69a-65b1ee801052_transaction_selfie.jpeg,0.74,0.55,0.86,0.87
c5c07def-e36d-46cc-939e-dd7f09f84798,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,c5c07def-e36d-46cc-939e-dd7f09f84798_selfie.jpeg,c5c07def-e36d-46cc-939e-dd7f09f84798_transaction_selfie.jpeg,0.89,0.53,0.87,0.85
7d9d0461-1ed3-424a-9eb4-414455ebe8dd,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,7d9d0461-1ed3-424a-9eb4-414455ebe8dd_selfie.jpeg,7d9d0461-1ed3-424a-9eb4-414455ebe8dd_transaction_selfie.jpeg,0.82,0.38,0.86,0.88
4d25b91d-64f9-441e-a17e-9e07070a5ae9,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,4d25b91d-64f9-441e-a17e-9e07070a5ae9_selfie.jpeg,4d25b91d-64f9-441e-a17e-9e07070a5ae9_transaction_selfie.jpeg,0.72,0.29,0.87,0.86
97b542e4-717b-4c87-af3e-c65eb74690a6,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,97b542e4-717b-4c87-af3e-c65eb74690a6_selfie.jpeg,97b542e4-717b-4c87-af3e-c65eb74690a6_transaction_selfie.jpeg,0.75,0.32,0.87,0.87
7c97958a-aef0-4330-8932-ce839cb859a0,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,7c97958a-aef0-4330-8932-ce839cb859a0_selfie.jpeg,7c97958a-aef0-4330-8932-ce839cb859a0_transaction_selfie.jpeg,0.75,0.3,0.88,0.86
6562d64c-f380-49a4-b6be-596dd96dab78,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,6562d64c-f380-49a4-b6be-596dd96dab78_selfie.jpeg,6562d64c-f380-49a4-b6be-596dd96dab78_transaction_selfie.jpeg,0.85,0.37,0.86,0.86
4bccdc29-77e1-45fa-b403-3079518f9219,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,4bccdc29-77e1-45fa-b403-3079518f9219_selfie.jpeg,4bccdc29-77e1-45fa-b403-3079518f9219_transaction_selfie.jpeg,0.74,0.28,0.85,0.87
c5048d83-dad4-42d7-9ffa-c1faced88c25,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,c5048d83-dad4-42d7-9ffa-c1faced88c25_selfie.jpeg,c5048d83-dad4-42d7-9ffa-c1faced88c25_transaction_selfie.jpeg,0.84,0.25,0.85,0.84
99054f08-1064-46ba-9824-4c4b55a1c822,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,99054f08-1064-46ba-9824-4c4b55a1c822_selfie.jpeg,99054f08-1064-46ba-9824-4c4b55a1c822_transaction_selfie.jpeg,0.73,0.34,0.87,0.86
cdc67488-d82e-4e9b-bacd-b4e347fe523b,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,cdc67488-d82e-4e9b-bacd-b4e347fe523b_selfie.jpeg,cdc67488-d82e-4e9b-bacd-b4e347fe523b_transaction_selfie.jpeg,0.57,0.3,0.87,0.87
1868d1c2-254e-4ea0-b8f5-40ecac75d949,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,1868d1c2-254e-4ea0-b8f5-40ecac75d949_selfie.jpeg,1868d1c2-254e-4ea0-b8f5-40ecac75d949_transaction_selfie.jpeg,0.82,0.29,0.87,0.88
7726390d-af80-4c1d-ad80-2ecbe698777c,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,7726390d-af80-4c1d-ad80-2ecbe698777c_selfie.jpeg,7726390d-af80-4c1d-ad80-2ecbe698777c_transaction_selfie.jpeg,0.73,0.32,0.86,0.87
3fde151e-e6d2-42a5-b28a-6e7dc76f7ae9,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,3fde151e-e6d2-42a5-b28a-6e7dc76f7ae9_selfie.jpeg,3fde151e-e6d2-42a5-b28a-6e7dc76f7ae9_transaction_selfie.jpeg,0.8,0.29,0.84,0.86
df017d5b-3727-45c5-98b2-191f98c22f44,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,12,df017d5b-3727-45c5-98b2-191f98c22f44_selfie.jpeg,df017d5b-3727-45c5-98b2-191f98c22f44_transaction_selfie.jpeg,0.66,0.27,0.88,0.88
3c4dcd35-07f0-4691-9af9-010a39e3f76b,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,3c4dcd35-07f0-4691-9af9-010a39e3f76b_selfie.jpeg,3c4dcd35-07f0-4691-9af9-010a39e3f76b_transaction_selfie.jpeg,0.93,0.35,0.86,0.87
04a47e00-b968-4d57-959b-57680a0a709e,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,04a47e00-b968-4d57-959b-57680a0a709e_selfie.jpeg,04a47e00-b968-4d57-959b-57680a0a709e_transaction_selfie.jpeg,0.46,0.38,0.84,0.86
b5f33f73-99ac-40fa-b900-b2ac0b16de17,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,b5f33f73-99ac-40fa-b900-b2ac0b16de17_selfie.jpeg,b5f33f73-99ac-40fa-b900-b2ac0b16de17_transaction_selfie.jpeg,0.79,0.35,0.88,0.86
